SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
EQUITASBNK, EQ, 08-Aug-2022,44.55,44.35,44.65,43.7,43.8,44.05,44.21,505686,223.57,2700,374412,74.04
ERFLNCDI, N3, 08-Aug-2022,1000.5,991.0,996.0,944.0,944.0,968.05,974.71,150,1.46,7,149,99.33
ERFLNCDI, N4, 08-Aug-2022,1032.36,1006.08,1006.08,1006.07,1006.07,1006.07,1006.08,125,1.26,2,125,100
ERFLNCDI, N5, 08-Aug-2022,898.8,899.0,899.0,899.0,899.0,899.0,899.0,7,0.06,1,7,100
ERFLNCDI, N6, 08-Aug-2022,905.25,915.0,915.0,914.0,914.0,914.0,914.0,230,2.1,2,230,100
ERIS, EQ, 08-Aug-2022,694.75,700.0,710.0,692.35,693.1,697.25,702.21,23392,164.26,3409,10352,44.25
EROSMEDIA, EQ, 08-Aug-2022,25.0,25.4,25.55,24.8,24.85,24.85,25.1,209773,52.65,1571,123848,59.04
ESABINDIA, EQ, 08-Aug-2022,3110.15,3070.15,3097.8,3020.0,3074.0,3076.0,3062.65,7339,224.77,2188,4664,63.55
ESCORTS, EQ, 08-Aug-2022,1642.6,1641.9,1657.5,1633.8,1647.0,1649.5,1648.93,151169,2492.67,9197,60791,40.21
ESSARSHPNG, EQ, 08-Aug-2022,6.85,6.9,7.05,6.9,6.95,7.0,6.98,146805,10.24,339,119933,81.7
ESSENTIA, BE, 08-Aug-2022,6.65,6.9,6.9,6.35,6.35,6.35,6.42,4226614,271.38,1261, -, -
ESTER, EQ, 08-Aug-2022,133.75,133.5,135.05,132.0,133.3,132.8,133.26,49478,65.94,989,32830,66.35
ETHOSLTD, EQ, 08-Aug-2022,974.85,974.1,1007.0,974.1,1004.0,997.3,992.23,47114,467.48,5096,19404,41.19
EUROBOND, SM, 08-Aug-2022,96.4,95.0,95.0,93.0,93.0,94.0,94.0,4000,3.76,2,4000,100
EUROTEXIND, EQ, 08-Aug-2022,8.8,9.2,9.2,9.2,9.2,9.2,9.2,8,0.0,2,8,100
EVEREADY, EQ, 08-Aug-2022,344.2,344.2,359.0,341.1,355.9,354.85,348.93,181269,632.5,5368,108927,60.09
EVERESTIND, EQ, 08-Aug-2022,587.5,587.5,596.85,582.65,590.0,587.2,589.6,24167,142.49,5195,9827,40.66
EXCEL, EQ, 08-Aug-2022,8.95,9.35,9.35,9.2,9.35,9.35,9.34,680728,63.59,1146,480893,70.64
EXCELINDUS, EQ, 08-Aug-2022,1342.75,1356.0,1390.0,1328.95,1360.2,1365.45,1366.63,49563,677.34,6330,21806,44
EXIDEIND, EQ, 08-Aug-2022,156.4,156.6,158.5,155.85,158.0,158.0,157.3,2590856,4075.47,20005,1049163,40.49
EXPLEOSOL, EQ, 08-Aug-2022,1436.3,1450.65,1470.0,1445.0,1446.0,1451.6,1454.04,10642,154.74,2071,6180,58.07
EXXARO, EQ, 08-Aug-2022,110.85,112.8,119.8,111.4,116.0,115.95,115.87,248409,287.83,3233,163512,65.82
FACT, EQ, 08-Aug-2022,122.8,123.25,123.25,118.0,118.2,119.25,120.42,308439,371.43,6800,97160,31.5
FAIRCHEMOR, EQ, 08-Aug-2022,1570.5,1571.0,1631.8,1567.95,1600.0,1605.65,1602.15,12754,204.34,3209,8600,67.43
FCL, EQ, 08-Aug-2022,244.7,250.7,262.7,250.5,256.45,256.7,256.64,3028236,7771.56,42409,789908,26.08
FCONSUMER, EQ, 08-Aug-2022,1.8,1.8,1.85,1.75,1.8,1.75,1.79,5618811,100.75,2495,3664426,65.22
FCSSOFT, EQ, 08-Aug-2022,2.75,2.75,2.8,2.7,2.75,2.75,2.76,2912978,80.47,3757,2059167,70.69
FDC, EQ, 08-Aug-2022,272.55,275.0,279.65,272.65,277.95,277.3,277.04,321024,889.35,11034,183713,57.23
FEDERALBNK, EQ, 08-Aug-2022,108.95,108.95,110.9,107.85,109.5,109.55,109.65,9773628,10716.53,35122,3114837,31.87
FEL, EQ, 08-Aug-2022,2.35,2.35,2.35,2.25,2.3,2.25,2.26,2177343,49.16,2018,1647704,75.67
FELDVR, EQ, 08-Aug-2022,8.05,8.3,8.35,7.9,8.3,8.25,8.14,26386,2.15,170,14853,56.29
FIBERWEB, EQ, 08-Aug-2022,37.95,38.65,38.65,37.5,38.0,37.75,37.75,8385,3.17,195,5668,67.6
FIDEL, SM, 08-Aug-2022,54.9,54.0,54.2,51.7,53.0,53.0,53.0,93000,49.29,31,72000,77.42
FIEMIND, EQ, 08-Aug-2022,1660.55,1647.0,1700.0,1628.0,1670.0,1670.1,1665.53,72560,1208.51,9519,18543,25.56
FILATEX, EQ, 08-Aug-2022,112.4,112.4,114.7,110.05,110.5,110.55,111.64,474445,529.65,7112,185421,39.08
FINCABLES, EQ, 08-Aug-2022,429.8,430.7,433.45,425.2,427.35,427.35,429.57,85682,368.06,3529,39568,46.18
FINEORG, EQ, 08-Aug-2022,5684.35,5700.0,5885.05,5650.4,5870.0,5827.1,5805.39,59955,3480.62,12120,23276,38.82
FINOPB, EQ, 08-Aug-2022,249.0,249.0,253.45,247.5,248.5,249.05,250.4,30726,76.94,1860,16546,53.85
FINPIPE, EQ, 08-Aug-2022,134.6,135.5,139.2,135.3,138.45,138.25,137.78,512972,706.76,8902,298241,58.14
FLEXITUFF, EQ, 08-Aug-2022,29.25,29.4,30.85,26.8,26.8,27.2,28.93,19695,5.7,267,12393,62.92
FLFL, BE, 08-Aug-2022,14.95,14.65,15.2,14.4,14.45,14.45,14.66,160437,23.52,602, -, -
FLUOROCHEM, EQ, 08-Aug-2022,3384.7,3410.0,3451.0,3290.65,3311.8,3308.2,3375.29,138339,4669.34,13927,68061,49.2
FMGOETZE, EQ, 08-Aug-2022,289.85,292.65,293.4,288.55,289.2,289.55,290.26,24355,70.69,950,18183,74.66
FMNL, EQ, 08-Aug-2022,4.85,4.95,5.0,4.8,4.9,4.9,4.9,63475,3.11,126,47053,74.13
FOCUS, EQ, 08-Aug-2022,116.2,115.0,127.8,113.05,119.0,119.25,123.14,58935,72.57,816,32364,54.91
FOODSIN, EQ, 08-Aug-2022,64.15,65.35,67.65,64.2,65.6,66.55,66.17,61733,40.85,694,43798,70.95
FORCEMOT, EQ, 08-Aug-2022,1047.25,1063.0,1130.0,1049.05,1116.0,1114.4,1107.0,257468,2850.17,16671,62297,24.2
FORTIS, EQ, 08-Aug-2022,264.4,261.35,274.9,261.35,271.0,269.15,270.3,2078882,5619.21,24494,974324,46.87
FOSECOIND, EQ, 08-Aug-2022,1761.55,1761.5,1814.45,1761.5,1807.05,1797.65,1793.57,5356,96.06,997,2284,42.64
FRETAIL, BE, 08-Aug-2022,4.95,4.95,4.95,4.75,4.75,4.75,4.77,2611712,124.54,5734, -, -
FSC, BE, 08-Aug-2022,28.45,29.0,29.25,27.5,28.4,28.15,28.02,15122,4.24,163, -, -
FSL, EQ, 08-Aug-2022,105.15,105.0,105.25,102.8,103.3,103.2,103.46,2460136,2545.23,23130,738694,30.03
GABRIEL, EQ, 08-Aug-2022,137.1,137.8,145.4,136.2,142.05,142.75,142.03,1323109,1879.16,13933,604550,45.69
GAEL, EQ, 08-Aug-2022,296.15,297.0,310.0,297.0,300.45,299.15,304.96,541769,1652.17,15019,159591,29.46
GAIL, EQ, 08-Aug-2022,132.9,134.0,134.4,132.85,133.3,133.35,133.39,13893694,18533.32,95019,7042462,50.69
GAL, EQ, 08-Aug-2022,3.15,3.25,3.35,3.15,3.25,3.3,3.26,408907,13.33,435,367391,89.85
GALAXYSURF, EQ, 08-Aug-2022,3115.65,3110.0,3157.95,3090.0,3157.95,3152.0,3124.31,22968,717.59,6430,11249,48.98
GALLANTT, EQ, 08-Aug-2022,72.95,72.0,73.0,70.25,72.5,71.95,72.06,39261,28.29,817,23863,60.78
GANDHITUBE, EQ, 08-Aug-2022,387.5,391.3,405.0,389.0,390.0,392.15,396.25,11559,45.8,830,6665,57.66
GANECOS, EQ, 08-Aug-2022,632.25,635.35,639.75,618.3,624.0,625.0,625.02,26989,168.69,2189,20584,76.27
GANESHBE, EQ, 08-Aug-2022,135.45,135.05,137.0,134.4,134.9,135.15,135.62,101609,137.81,1393,65203,64.17
GANESHHOUC, EQ, 08-Aug-2022,319.3,319.3,321.45,315.0,316.35,317.65,318.04,39981,127.16,1560,22732,56.86
GANGAFORGE, EQ, 08-Aug-2022,6.55,6.65,6.65,6.35,6.35,6.4,6.46,136136,8.8,381,80180,58.9
GANGESSECU, EQ, 08-Aug-2022,108.15,105.45,110.0,104.3,109.7,107.85,107.82,2348,2.53,115,385,16.4
GANGOTRI, BE, 08-Aug-2022,1.0,1.05,1.05,0.95,1.05,1.05,1.02,27183,0.28,50, -, -
GARFIBRES, EQ, 08-Aug-2022,3020.25,3020.0,3145.0,3002.05,3121.95,3124.75,3076.92,19609,603.35,6250,9890,50.44
GATEWAY, EQ, 08-Aug-2022,70.55,70.55,71.5,69.0,70.0,70.45,70.12,133220,93.41,1871,86945,65.26
GATI, EQ, 08-Aug-2022,155.3,155.7,162.0,154.2,160.65,161.0,158.62,703288,1115.55,9458,255359,36.31
GAYAHWS, EQ, 08-Aug-2022,0.65,0.7,0.7,0.7,0.7,0.7,0.7,1039085,7.27,54,1039085,100
GAYAPROJ, EQ, 08-Aug-2022,13.0,13.15,13.2,12.9,13.05,12.95,13.04,479230,62.51,1281,358150,74.73
GEECEE, EQ, 08-Aug-2022,141.65,141.5,141.5,128.55,135.05,135.35,133.75,50707,67.82,1599,23283,45.92
GEEKAYWIRE, EQ, 08-Aug-2022,74.0,74.8,74.8,73.0,74.3,73.6,73.67,5328,3.92,165,3416,64.11
GENCON, EQ, 08-Aug-2022,31.55,31.7,32.0,30.1,32.0,30.65,31.37,19001,5.96,309,12489,65.73
GENESYS, BE, 08-Aug-2022,591.35,599.0,620.9,590.0,619.0,615.3,607.19,15230,92.48,269, -, -
GENUSPAPER, EQ, 08-Aug-2022,16.95,16.95,17.3,16.8,16.9,17.0,17.05,280035,47.75,868,176356,62.98
GENUSPOWER, EQ, 08-Aug-2022,75.0,75.0,75.15,72.5,73.1,73.0,73.71,446729,329.27,5081,229763,51.43
GEOJITFSL, EQ, 08-Aug-2022,48.8,48.9,48.9,47.65,48.15,48.05,48.15,443891,213.74,3702,323371,72.85
GEPIL, EQ, 08-Aug-2022,137.25,135.9,140.0,135.5,137.6,136.7,137.83,91697,126.38,1863,43183,47.09
GESHIP, EQ, 08-Aug-2022,507.15,509.0,527.0,508.1,518.45,519.8,518.11,473382,2452.63,16736,246492,52.07
GET&D, EQ, 08-Aug-2022,125.5,125.0,126.85,119.6,122.5,121.4,122.74,139727,171.5,3203,63677,45.57
GFLLIMITED, EQ, 08-Aug-2022,80.0,82.2,82.9,76.5,77.0,77.05,79.04,151790,119.98,2144,95625,63
GFSTEELS, BE, 08-Aug-2022,3.35,3.2,3.5,3.2,3.2,3.2,3.24,4361,0.14,33, -, -
GHCL, EQ, 08-Aug-2022,604.45,608.6,618.4,604.45,611.4,610.25,612.53,277962,1702.61,9052,145146,52.22
GICHSGFIN, EQ, 08-Aug-2022,133.55,134.95,134.95,132.5,132.85,133.15,133.14,47559,63.32,831,31565,66.37
GICRE, EQ, 08-Aug-2022,120.65,121.2,122.0,119.8,121.9,121.45,120.82,151166,182.63,3150,74146,49.05
GILLANDERS, EQ, 08-Aug-2022,62.75,61.3,72.75,61.3,71.9,70.95,70.4,70645,49.73,933,32217,45.6
GILLETTE, EQ, 08-Aug-2022,5111.55,5140.0,5200.0,5133.0,5185.0,5192.85,5184.94,4839,250.9,1600,2972,61.42
GILT5YBEES, EQ, 08-Aug-2022,49.3,49.2,49.28,49.05,49.15,49.15,49.15,68591,33.72,217,60745,88.56
GINNIFILA, EQ, 08-Aug-2022,35.15,35.7,35.7,35.1,35.35,35.4,35.45,47288,16.76,492,33209,70.23
GIPCL, EQ, 08-Aug-2022,86.85,86.9,87.8,85.6,86.55,86.45,86.5,263018,227.51,2506,173274,65.88
GISOLUTION, BE, 08-Aug-2022,4.45,4.65,4.65,4.65,4.65,4.65,4.65,1338,0.06,4, -, -
GKWLIMITED, EQ, 08-Aug-2022,578.0,566.45,579.0,566.45,570.0,570.45,571.82,331,1.89,55,229,69.18
GLAND, EQ, 08-Aug-2022,2264.05,2277.0,2333.95,2266.05,2326.0,2328.45,2318.54,426650,9892.04,15603,335069,78.53
GLAXO, EQ, 08-Aug-2022,1408.5,1410.0,1449.0,1402.0,1444.5,1443.4,1430.16,287944,4118.07,8157,233041,80.93
GLENMARK, EQ, 08-Aug-2022,378.25,378.5,380.0,369.0,371.0,371.6,372.96,1276876,4762.27,23767,528099,41.36
GLFL, EQ, 08-Aug-2022,2.9,2.9,2.95,2.8,2.8,2.8,2.86,3875,0.11,87,3375,87.1
GLOBAL, BE, 08-Aug-2022,185.0,184.7,188.9,175.75,186.0,182.2,184.76,40464,74.76,454, -, -
GLOBALVECT, EQ, 08-Aug-2022,50.35,51.0,52.25,50.4,50.4,50.75,51.3,17114,8.78,315,9886,57.77
GLOBE, EQ, 08-Aug-2022,7.9,8.1,8.3,7.75,7.8,7.8,7.94,1981738,157.39,1902,973404,49.12
GLOBUSSPR, EQ, 08-Aug-2022,1034.5,1034.5,1051.0,1002.5,1016.0,1014.05,1034.27,96591,999.01,5683,66481,68.83
GLS, EQ, 08-Aug-2022,449.25,449.25,452.25,444.5,447.3,446.75,446.26,49011,218.72,2347,31760,64.8
GMBREW, EQ, 08-Aug-2022,591.8,591.8,597.6,582.5,584.0,584.4,588.11,26729,157.2,2131,10721,40.11
GMDCLTD, EQ, 08-Aug-2022,161.7,162.35,167.3,162.05,165.7,165.8,165.12,1479016,2442.2,14264,492980,33.33
GMMPFAUDLR, EQ, 08-Aug-2022,1626.3,1635.0,1635.0,1572.0,1584.0,1581.6,1592.35,110524,1759.93,14392,51760,46.83
GMRINFRA, EQ, 08-Aug-2022,34.65,34.7,34.95,34.2,34.25,34.3,34.55,4252123,1469.08,33565,1429486,33.62
GMRP&UI, EQ, 08-Aug-2022,26.8,27.35,27.35,26.1,26.5,26.45,26.57,394920,104.95,1737,319196,80.83
GNA, EQ, 08-Aug-2022,601.25,614.0,642.0,611.0,641.8,637.45,628.61,416544,2618.44,17250,159972,38.4
GNFC, EQ, 08-Aug-2022,771.05,773.9,779.0,766.9,772.0,772.5,772.56,1287920,9950.0,23817,487166,37.83
GOACARBON, EQ, 08-Aug-2022,426.45,428.2,435.8,425.1,429.25,427.2,430.66,28490,122.7,1507,14320,50.26
GOCLCORP, EQ, 08-Aug-2022,286.3,282.0,290.15,281.3,287.0,285.95,285.54,6508,18.58,192,4360,66.99
GOCOLORS, EQ, 08-Aug-2022,1116.5,1125.0,1134.3,1090.0,1095.0,1100.6,1119.39,67287,753.2,5429,47222,70.18
GODFRYPHLP, EQ, 08-Aug-2022,1184.45,1199.9,1216.95,1187.7,1202.0,1199.35,1204.1,46898,564.7,5697,19352,41.26
GODHA, EQ, 08-Aug-2022,6.6,6.3,6.75,6.3,6.3,6.3,6.34,2855273,181.01,2154,2118259,74.19
GODREJAGRO, EQ, 08-Aug-2022,489.95,492.5,501.6,492.05,494.75,494.9,496.32,186766,926.95,12672,126106,67.52
GODREJCP, EQ, 08-Aug-2022,873.1,875.0,878.75,867.05,868.8,868.55,871.13,640361,5578.36,17021,394981,61.68
GODREJIND, EQ, 08-Aug-2022,453.15,455.0,456.5,449.0,455.0,453.9,452.9,80970,366.72,5118,32783,40.49
GODREJPROP, EQ, 08-Aug-2022,1373.85,1370.1,1381.0,1357.0,1367.9,1366.7,1369.07,813983,11144.02,29001,384474,47.23
GOENKA, BZ, 08-Aug-2022,1.85,1.85,1.9,1.8,1.9,1.85,1.86,225812,4.2,178, -, -
GOKEX, EQ, 08-Aug-2022,345.3,347.0,349.7,339.0,340.15,340.35,344.3,150977,519.81,6074,75316,49.89
GOKUL, EQ, 08-Aug-2022,34.25,34.25,35.0,34.0,34.1,34.25,34.45,120657,41.57,1714,48532,40.22
GOKULAGRO, EQ, 08-Aug-2022,82.0,82.0,84.95,81.0,82.65,82.55,83.09,113815,94.57,1472,73128,64.25
GOLDBEES, EQ, 08-Aug-2022,44.72,44.85,44.91,44.41,44.65,44.62,44.58,2202250,981.83,17004,1456785,66.15
GOLDENTOBC, BE, 08-Aug-2022,83.35,83.35,84.7,83.0,84.6,84.6,84.26,3358,2.83,72, -, -
GOLDIAM, EQ, 08-Aug-2022,151.95,153.3,153.45,151.0,151.6,151.5,152.16,108616,165.27,2294,68064,62.66
GOLDSHARE, EQ, 08-Aug-2022,44.5,44.7,44.9,44.2,44.35,44.3,44.37,42826,19.0,338,29272,68.35
GOLDSTAR, SM, 08-Aug-2022,37.25,35.5,35.5,35.45,35.45,35.45,35.48,12000,4.26,2,0,0
GOLDTECH, EQ, 08-Aug-2022,60.85,62.0,62.25,60.35,60.8,60.65,61.37,15379,9.44,254,10163,66.08
GOODLUCK, EQ, 08-Aug-2022,351.5,358.85,363.95,336.0,351.0,346.1,348.73,167887,585.47,5712,98725,58.8
GOODYEAR, EQ, 08-Aug-2022,1013.75,1008.0,1028.25,1005.95,1024.8,1024.2,1022.35,23695,242.25,2092,15548,65.62
GPIL, EQ, 08-Aug-2022,285.6,285.6,290.0,282.8,284.0,284.6,286.55,327273,937.81,4818,142031,43.4
GPPL, EQ, 08-Aug-2022,81.9,82.55,84.9,81.9,83.0,82.95,83.68,1369603,1146.14,14619,806197,58.86
GPTINFRA, EQ, 08-Aug-2022,86.5,85.3,87.45,85.0,85.5,85.55,85.6,11285,9.66,305,8604,76.24
GRANULES, EQ, 08-Aug-2022,310.95,309.3,316.8,309.0,313.2,314.1,313.73,869074,2726.51,9829,260226,29.94
GRAPHITE, EQ, 08-Aug-2022,418.05,416.9,418.9,410.0,412.1,412.3,414.49,372346,1543.35,11100,138455,37.18
GRASIM, EQ, 08-Aug-2022,1598.3,1597.5,1607.05,1585.0,1599.95,1598.65,1596.57,459835,7341.6,22708,225816,49.11
GRAUWEIL, EQ, 08-Aug-2022,64.45,64.7,65.0,63.6,63.6,63.8,64.13,105594,67.72,1279,71540,67.75
GRAVITA, EQ, 08-Aug-2022,285.6,287.95,287.95,280.0,280.9,280.7,282.79,60764,171.83,2819,32455,53.41
GREAVESCOT, EQ, 08-Aug-2022,162.3,162.8,165.1,162.05,162.4,162.45,163.27,516887,843.94,6302,161631,31.27
GREENLAM, EQ, 08-Aug-2022,348.95,345.0,380.0,345.0,375.05,373.3,364.94,42904,156.57,2635,21753,50.7
GREENPANEL, EQ, 08-Aug-2022,443.2,443.2,451.0,441.05,447.2,447.5,446.62,110357,492.88,6783,61325,55.57
GREENPLY, EQ, 08-Aug-2022,182.6,180.0,181.3,178.0,179.9,179.5,179.9,684123,1230.72,4560,582628,85.16
GREENPOWER, EQ, 08-Aug-2022,9.8,9.8,10.25,9.7,9.95,9.9,10.04,4468153,448.73,6312,2526442,56.54
GRINDWELL, EQ, 08-Aug-2022,1962.8,2009.95,2041.0,1977.2,1987.3,1997.9,2010.99,161099,3239.68,16888,60374,37.48
GRINFRA, EQ, 08-Aug-2022,1314.55,1327.6,1377.85,1300.6,1333.0,1323.4,1337.1,12898,172.46,2619,5674,43.99
GROBTEA, EQ, 08-Aug-2022,837.65,811.3,837.65,809.25,818.0,819.0,826.26,487,4.02,168,228,46.82
GRPLTD, EQ, 08-Aug-2022,1821.05,1816.0,1825.0,1734.45,1825.0,1816.65,1789.29,3685,65.94,904,1808,49.06
GRSE, EQ, 08-Aug-2022,253.55,254.7,266.5,254.15,261.0,259.95,261.79,356517,933.33,7777,124070,34.8
GRWRHITECH, EQ, 08-Aug-2022,818.95,818.95,836.55,801.95,819.5,815.75,819.06,32707,267.89,3490,12159,37.18
GS151225C, GS, 08-Aug-2022,79.47,79.37,79.37,79.37,79.37,79.37,79.37,75000,59.53,1,75000,100
GSCLCEMENT, EQ, 08-Aug-2022,36.65,36.65,37.3,36.0,37.0,36.95,36.74,42703,15.69,511,26252,61.48
GSFC, EQ, 08-Aug-2022,158.5,158.5,164.1,158.45,163.2,163.4,162.47,2510696,4079.09,16823,1120465,44.63
GSPL, EQ, 08-Aug-2022,235.55,236.75,238.75,233.45,235.6,236.25,236.6,493571,1167.81,8139,233214,47.25
GSS, EQ, 08-Aug-2022,228.55,233.7,235.9,220.1,221.05,221.3,224.19,95975,215.16,1644,56082,58.43
GSTL, SM, 08-Aug-2022,134.85,146.0,148.25,130.1,140.0,146.3,142.91,132000,188.64,25,44000,33.33
GTL, EQ, 08-Aug-2022,9.0,9.15,9.15,8.9,9.05,9.0,9.01,452011,40.73,1098,325860,72.09
GTLINFRA, EQ, 08-Aug-2022,1.45,1.45,1.45,1.4,1.45,1.45,1.43,21868437,313.21,8842,20690285,94.61
GTPL, EQ, 08-Aug-2022,166.4,168.9,168.9,163.0,165.05,164.9,164.68,30859,50.82,2487,19839,64.29
GUFICBIO, EQ, 08-Aug-2022,199.8,200.75,213.65,196.55,211.05,211.45,207.92,316421,657.91,8069,173928,54.97
GUJALKALI, EQ, 08-Aug-2022,754.9,757.4,766.25,742.9,754.8,749.25,750.92,301297,2262.49,10832,108199,35.91
GUJAPOLLO, EQ, 08-Aug-2022,203.9,198.2,205.35,198.2,204.5,204.05,203.27,942,1.91,93,446,47.35
GUJGASLTD, EQ, 08-Aug-2022,437.75,437.75,453.0,435.9,449.5,450.2,446.02,1222890,5454.31,23573,433672,35.46
GUJRAFFIA, BE, 08-Aug-2022,29.75,29.6,30.75,29.0,30.0,30.05,30.37,4699,1.43,32, -, -
GULFOILLUB, EQ, 08-Aug-2022,434.75,440.0,448.0,438.6,448.0,444.9,441.83,68103,300.9,2155,55633,81.69
GULFPETRO, EQ, 08-Aug-2022,55.3,56.0,56.5,54.45,54.45,55.0,55.57,117637,65.37,2100,75263,63.98
GULPOLY, EQ, 08-Aug-2022,249.3,253.0,260.4,245.9,255.55,257.45,254.54,74258,189.01,4144,42781,57.61
HAL, EQ, 08-Aug-2022,1997.3,2007.0,2174.0,2002.0,2154.0,2159.25,2126.05,3591963,76366.98,129103,527968,14.7
HAPPSTMNDS, EQ, 08-Aug-2022,970.5,970.5,976.15,963.8,967.05,968.5,970.43,200621,1946.89,13932,78377,39.07
HARDWYN, EQ, 08-Aug-2022,200.3,195.1,198.0,190.3,191.0,191.25,191.55,75952,145.49,846,20750,27.32
HARIOMPIPE, EQ, 08-Aug-2022,211.4,210.0,216.85,209.9,216.1,215.1,213.45,125880,268.69,5823,67743,53.82
HARRMALAYA, EQ, 08-Aug-2022,157.55,157.9,159.25,156.2,156.2,156.8,157.66,32152,50.69,1307,15320,47.65
HATHWAY, EQ, 08-Aug-2022,17.05,17.0,17.45,17.0,17.1,17.1,17.21,937981,161.38,3891,483898,51.59
HATSUN, EQ, 08-Aug-2022,1014.0,1014.0,1021.5,996.2,1008.95,1007.7,1008.25,12075,121.75,2464,7523,62.3
HAVELLS, EQ, 08-Aug-2022,1289.4,1296.8,1308.0,1286.0,1304.0,1304.95,1300.04,576588,7495.89,22148,215578,37.39
HAVISHA, BE, 08-Aug-2022,2.15,2.1,2.25,2.1,2.25,2.25,2.18,39513,0.86,95, -, -
HBANKETF, EQ, 08-Aug-2022,381.16,378.73,384.0,378.73,383.3,383.64,383.31,2966,11.37,102,2685,90.53
HBLPOWER, EQ, 08-Aug-2022,87.7,84.6,85.9,84.05,84.7,84.75,84.9,2770518,2352.15,13759,1526436,55.1
HBSL, EQ, 08-Aug-2022,47.05,47.1,50.4,45.3,49.4,49.4,49.29,50209,24.75,662,24108,48.02
HCC, EQ, 08-Aug-2022,12.3,12.3,12.65,12.05,12.3,12.35,12.32,6461191,795.95,5785,3298889,51.06
HCG, EQ, 08-Aug-2022,272.25,272.25,287.2,271.9,285.7,285.8,281.39,198496,558.56,4338,129174,65.08
HCL-INSYS, EQ, 08-Aug-2022,17.3,17.5,17.6,17.2,17.25,17.3,17.36,261231,45.36,1614,153583,58.79
HCLTECH, EQ, 08-Aug-2022,957.75,957.75,968.0,950.05,965.8,966.05,960.58,1746911,16780.53,73916,983510,56.3
HDFC, EQ, 08-Aug-2022,2355.2,2360.0,2402.0,2342.15,2390.2,2393.7,2385.01,2191019,52255.96,99860,1302911,59.47
HDFC, W3, 08-Aug-2022,438.0,438.0,452.0,438.0,447.9,445.25,446.05,16800,74.94,28,13800,82.14
HDFCAMC, EQ, 08-Aug-2022,2002.05,2000.0,2016.9,1984.05,2000.0,2004.7,2004.57,223183,4473.86,14093,78269,35.07
HDFCBANK, EQ, 08-Aug-2022,1427.05,1428.0,1464.5,1427.1,1461.35,1462.05,1454.57,7678868,111694.57,207907,4139183,53.9
HDFCLIFE, EQ, 08-Aug-2022,539.25,541.0,543.4,535.8,536.7,536.75,539.54,2560379,13814.3,63283,1469950,57.41
HDFCMFGETF, EQ, 08-Aug-2022,45.79,45.79,45.95,45.52,45.7,45.65,45.67,640140,292.36,1169,497507,77.72
HDFCNIFETF, EQ, 08-Aug-2022,187.42,188.2,189.31,186.5,189.04,189.01,188.23,36809,69.29,782,30330,82.4
HDFCSENETF, EQ, 08-Aug-2022,631.7,635.98,638.7,631.07,636.9,636.2,635.45,6983,44.37,300,4447,63.68
HDIL, BZ, 08-Aug-2022,5.3,5.55,5.55,5.55,5.55,5.55,5.55,453724,25.18,601, -, -
HEADSUP, EQ, 08-Aug-2022,13.8,13.3,14.25,13.3,13.55,13.55,13.67,20192,2.76,172,7293,36.12
HEALTHY, EQ, 08-Aug-2022,8.19,8.25,8.4,8.12,8.16,8.16,8.21,59969,4.92,310,28827,48.07
HECPROJECT, EQ, 08-Aug-2022,30.1,31.6,31.6,28.6,28.6,28.6,29.42,13144,3.87,146,9403,71.54
HEG, EQ, 08-Aug-2022,1244.6,1252.0,1252.0,1221.0,1242.8,1238.4,1237.31,159566,1974.32,11017,43864,27.49
HEIDELBERG, EQ, 08-Aug-2022,187.5,188.7,194.8,188.2,193.3,192.8,192.91,1049939,2025.45,6851,887413,84.52
HEMIPROP, EQ, 08-Aug-2022,101.7,103.0,103.0,100.75,101.4,101.7,101.68,485475,493.65,3819,280206,57.72
HERANBA, EQ, 08-Aug-2022,584.25,587.85,587.85,573.0,576.0,574.8,577.94,38136,220.4,2089,26327,69.03
HERCULES, EQ, 08-Aug-2022,134.3,134.0,136.1,132.0,133.2,132.6,134.0,14938,20.02,427,9538,63.85
HERITGFOOD, EQ, 08-Aug-2022,292.2,296.5,316.15,295.0,300.5,299.95,300.73,190154,571.85,10241,117401,61.74
HEROMOTOCO, EQ, 08-Aug-2022,2770.7,2770.0,2793.3,2730.0,2742.0,2738.05,2748.16,675310,18558.57,38930,340228,50.38
HESTERBIO, EQ, 08-Aug-2022,2403.35,2415.4,2431.6,2400.0,2412.0,2404.1,2407.64,1698,40.88,301,1124,66.2
HEXATRADEX, EQ, 08-Aug-2022,167.9,166.25,167.9,166.25,167.5,167.0,167.03,10029,16.75,90,9564,95.36
HFCL, EQ, 08-Aug-2022,68.05,68.4,75.55,67.6,74.95,74.5,72.41,36068373,26115.85,89568,9565005,26.52
HGINFRA, EQ, 08-Aug-2022,586.05,597.75,599.3,585.0,591.85,589.35,590.94,58453,345.42,4245,30394,52
HGS, EQ, 08-Aug-2022,1326.15,1340.0,1355.0,1320.0,1332.7,1330.2,1335.4,62024,828.27,4546,30250,48.77
HIKAL, EQ, 08-Aug-2022,267.9,268.9,268.9,260.75,262.5,262.85,263.63,332373,876.23,6446,182114,54.79
